"ObservationDate","Country/Region","Confirmed","Deaths","Recovered","Date","Low","Open","High","Close","Adjusted Close"
"03/05/2020","US","51","10","1","05-03-2020","79.69999694824219","82.13999938964844","83.25","80.45999908447266","79.48770141601562"
"03/05/2020","US","20","0","1","05-03-2020","79.69999694824219","82.13999938964844","83.25","80.45999908447266","79.48770141601562"
"03/05/2020","US","18","1","0","05-03-2020","79.69999694824219","82.13999938964844","83.25","80.45999908447266","79.48770141601562"
"03/05/2020","US","4","0","0","05-03-2020","79.69999694824219","82.13999938964844","83.25","80.45999908447266","79.48770141601562"
"03/06/2020","US","13","0","0","06-03-2020","76.5","77.94999694824219","78.9000015258789","78.55999755859375","77.61066436767578"
"03/06/2020","US","1","0","0","06-03-2020","76.5","77.94999694824219","78.9000015258789","78.55999755859375","77.61066436767578"
"03/08/2020","US","12","0","0","03-08-2020","96.94000244140625","96.94000244140625","99.36000061035156","99.08999633789062","98.34778594970703"
"03/08/2020","US","2","0","0","03-08-2020","96.94000244140625","96.94000244140625","99.36000061035156","99.08999633789062","98.34778594970703"
"03/08/2020","US","2","1","0","03-08-2020","96.94000244140625","96.94000244140625","99.36000061035156","99.08999633789062","98.34778594970703"
"03/09/2020","US","12","0","0","09-03-2020","70.16999816894531","72.58999633789062","74.19000244140625","70.75","69.8950424194336"
"03/09/2020","US","8","0","1","09-03-2020","70.16999816894531","72.58999633789062","74.19000244140625","70.75","69.8950424194336"
"03/09/2020","US","7","0","0","09-03-2020","70.16999816894531","72.58999633789062","74.19000244140625","70.75","69.8950424194336"
"03/09/2020","US","5","0","0","09-03-2020","70.16999816894531","72.58999633789062","74.19000244140625","70.75","69.8950424194336"
"03/09/2020","US","2","0","0","09-03-2020","70.16999816894531","72.58999633789062","74.19000244140625","70.75","69.8950424194336"
"03/09/2020","US","2","1","0","09-03-2020","70.16999816894531","72.58999633789062","74.19000244140625","70.75","69.8950424194336"
"03/09/2020","US","1","0","0","09-03-2020","70.16999816894531","72.58999633789062","74.19000244140625","70.75","69.8950424194336"
"03/10/2020","US","267","23","1","10-03-2020","69.66000366210938","73.05000305175781","73.62000274658203","72.91000366210938","72.02894592285156"
"03/10/2020","US","46","0","0","10-03-2020","69.66000366210938","73.05000305175781","73.62000274658203","72.91000366210938","72.02894592285156"
"03/10/2020","US","17","0","0","10-03-2020","69.66000366210938","73.05000305175781","73.62000274658203","72.91000366210938","72.02894592285156"
"03/10/2020","US","15","0","0","10-03-2020","69.66000366210938","73.05000305175781","73.62000274658203","72.91000366210938","72.02894592285156"
"03/10/2020","US","15","1","0","10-03-2020","69.66000366210938","73.05000305175781","73.62000274658203","72.91000366210938","72.02894592285156"
"03/10/2020","US","1","0","0","10-03-2020","69.66000366210938","73.05000305175781","73.62000274658203","72.91000366210938","72.02894592285156"
"03/11/2020","US","220","0","0","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","25","0","2","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","23","0","0","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","19","0","0","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","16","0","0","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","11","0","0","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","9","0","1","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","3","0","0","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/11/2020","US","1","0","0","11-03-2020","67.56999969482422","70.76000213623047","71.7300033569336","68.83999633789062","68.00811767578125"
"03/12/2020","US","442","31","1","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/12/2020","US","328","0","0","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/12/2020","US","108","0","1","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/12/2020","US","32","0","2","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/12/2020","US","17","0","0","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/12/2020","US","10","0","0","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/12/2020","US","8","0","1","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/12/2020","US","0","0","0","12-03-2020","62.15999984741211","64","67.13999938964844","63.41999816894531","62.65361785888672"
"03/13/2020","US","21","0","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","9","0","1","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","49","0","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","50","2","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","2","0","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","13","0","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","17","0","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","18","0","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","29","1","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/13/2020","US","0","0","0","13-03-2020","63.75","66.52999877929688","69.51000213623047","69.19999694824219","68.36377716064453"
"03/16/2020","US","557","7","6","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","197","0","1","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","178","2","1","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","160","1","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","52","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","49","1","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","47","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","47","0","1","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","45","1","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","39","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","33","1","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","30","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","23","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","21","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","17","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","11","1","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","6","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/16/2020","US","5","0","0","16-03-2020","61.130001068115234","63.40999984741211","66.62000274658203","64.12999725341797","63.35503387451172"
"03/17/2020","US","698","12","6","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","110","1","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","72","0","1","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","60","0","3","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","60","0","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","47","0","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","47","1","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","26","1","1","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","23","0","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","20","0","1","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","18","1","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","12","0","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/17/2020","US","3","0","0","17-03-2020","63.939998626708984","66.0199966430664","70.52999877929688","70.44000244140625","69.58879852294922"
"03/18/2020","US","751","13","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","257","4","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","199","3","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","86","0","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","77","0","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","77","2","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","47","0","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","42","0","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","29","0","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","27","1","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","24","0","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","21","0","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/18/2020","US","11","1","0","18-03-2020","65.18000030517578","65.19000244140625","69.87999725341797","68.87000274658203","68.03775787353516"
"03/19/2020","US","277","4","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","159","2","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","123","0","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","95","1","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","81","1","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","50","1","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","45","0","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","34","1","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","30","0","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","18","0","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/19/2020","US","5","0","0","19-03-2020","64.16999816894531","68.54000091552734","68.58999633789062","65.76000213623047","64.96534729003906"
"03/20/2020","US","1524","83","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","890","11","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","552","3","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","233","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","173","2","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","172","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","126","1","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","71","1","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","53","2","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","44","1","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","43","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","26","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","23","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","19","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","14","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","14","1","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","12","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","7","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/20/2020","US","3","0","0","20-03-2020","64.95999908447266","65.98999786376953","71","66.45999908447266","65.65687561035156"
"03/23/2020","US","415","10","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","49","0","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","29","1","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","56","0","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","105","0","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","777","9","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","244","4","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","2844","27","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","257","1","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/23/2020","US","75","5","0","23-03-2020","62.09000015258789","66.80000305175781","67.55999755859375","63.369998931884766","62.60422134399414"
"03/24/2020","US","219","2","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","723","8","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","49","0","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","1026","32","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","81","0","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","162","4","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","349","4","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","320","1","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","328","7","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","101","1","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","25681","210","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","210","8","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","124","1","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","2328","116","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","481","5","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/24/2020","US","29","0","0","24-03-2020","64.5999984741211","65.52999877929688","68.18000030517578","67","66.19036102294922"
"03/25/2020","US","41","1","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","401","6","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","37","1","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","197","5","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","1795","65","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","427","8","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","113","1","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","164","5","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","1260","15","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","132","1","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","340","1","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","17","0","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/25/2020","US","396","9","0","25-03-2020","65.11000061035156","67.12000274658203","71.79000091552734","69","68.16618347167969"
"03/26/2020","US","574","1","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","56","1","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","0","0","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","335","2","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","1012","21","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","130","0","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","1525","48","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","146","3","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","247","5","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","2304","83","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","738","3","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","868","32","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","248","7","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","316","11","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/26/2020","US","728","10","0","26-03-2020","69.6500015258789","70","74.44999694824219","73.72000122070312","72.82915496826172"
"03/27/2020","US","665","13","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","381","3","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","163","1","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","28","3","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","3024","34","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","979","25","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","168","1","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","136","1","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","1137","40","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","542","13","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/27/2020","US","926","14","0","27-03-2020","70.27999877929688","71.55000305175781","73.20999908447266","70.91000366210938","70.05311584472656"
"03/30/2020","US","1001","10","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
"03/30/2020","US","7138","146","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
"03/30/2020","US","401","9","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
"03/30/2020","US","103","3","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
"03/30/2020","US","58","1","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
"03/30/2020","US","175","0","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
"03/30/2020","US","340","6","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
"03/30/2020","US","1786","35","0","30-03-2020","71.05999755859375","71.05999755859375","73.18000030517578","72.66999816894531","71.97453308105469"
